road_id,latitude,longitude,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,temperature,humidity,traffic_level,average_speed,road_condition,road_age,maintenance_score,slope,elevation,river_distance,historical_incidents,incident_count_7d,incident_count_30d,previous_disruptions,disruption
NH13_010,27.049731,90.645083,0.2,0.75,1.27,1.77,31.5,81.2,0.0719,57.4,0.5696,25.9,0.1,1.78,464.9,1.992,2,0,3,0,0
NH13_010,27.672215,97.070242,0.15,0.78,1.06,1.4,14.2,79.6,0.5419,40.0,0.6212,25.4,0.1931,10.47,1979.8,0.234,1,1,5,4,0
NH37_004,27.602694,91.017202,0.51,1.52,2.0,2.61,27.6,68.5,0.385,39.4,0.878,11.9,0.7681,4.0,1522.6,1.301,3,3,5,0,0
NH27_005,25.177809,95.640271,0.7,1.81,2.51,3.35,26.8,76.8,0.3865,52.3,0.8381,1.6,0.8388,2.06,1664.8,1.678,2,2,2,1,0
SH01_002,27.203421,90.001174,1.48,6.26,8.84,12.64,30.3,90.6,0.116,57.8,0.7574,16.9,0.4926,5.66,411.9,0.742,4,0,5,1,0
NH27_004,25.950445,91.513851,0.81,2.54,3.75,5.93,24.9,79.2,0.2844,45.7,0.7948,5.8,1.0,16.07,255.5,4.214,0,0,1,0,0
NH37_004,27.503667,91.703196,0.46,1.59,2.05,2.97,20.0,88.8,0.0862,67.2,0.5981,13.2,0.677,23.05,636.5,4.671,3,1,1,4,0
NH37_001,27.01309,91.98871,0.5,0.95,1.03,1.8,26.7,83.9,0.1778,50.7,0.3861,19.9,0.4286,0.06,3055.8,0.204,1,0,4,1,0
NH15_001,24.98824,96.778639,0.33,0.98,2.15,2.76,6.5,58.9,0.9082,21.0,0.5452,21.5,0.3483,8.71,1997.8,1.051,3,2,2,1,0
NH27_004,28.041037,91.049885,0.66,1.73,2.31,3.35,16.1,88.8,0.2145,52.4,0.5399,1.4,1.0,1.24,849.8,1.75,2,1,3,2,0
NH13_010,26.513574,91.03702,0.67,1.39,1.76,2.59,16.8,62.4,0.3778,46.7,0.2466,21.8,0.4206,6.75,2301.2,0.316,5,2,3,2,0
NH13_009,27.032929,95.025897,5.2,10.81,12.78,18.96,18.0,75.1,0.3311,51.9,0.5786,6.7,0.9729,1.22,528.5,4.059,2,2,5,0,0
SH01_002,27.699536,97.032842,11.97,26.03,35.37,50.16,12.9,43.5,0.5537,44.0,0.9555,9.7,0.8832,4.41,1706.1,8.692,2,0,1,1,0
NH37_003,27.590795,92.69749,0.22,0.74,1.0,1.42,18.6,82.5,0.7031,32.9,0.8909,12.5,0.5502,3.01,957.2,6.218,6,0,2,1,0
NH15_001,28.119109,95.653091,4.4,20.2,18.18,35.41,18.7,75.0,0.5349,40.5,0.4283,12.7,0.5779,16.43,2018.1,0.58,1,0,7,4,0
SH01_001,25.137135,89.938976,2.57,6.99,12.23,19.5,20.4,43.3,0.3599,39.7,0.9791,25.6,0.3982,16.75,1927.8,7.987,3,2,11,2,1
SH02_002,24.607152,96.045291,2.41,4.42,7.53,9.5,23.7,74.7,0.2576,58.1,0.2766,22.7,0.4664,2.85,2210.9,1.648,3,0,5,0,1
NH13_010,27.680488,95.270156,9.98,35.58,45.57,62.64,14.5,43.9,0.2622,45.4,0.8167,17.9,0.5153,0.88,2459.4,1.118,4,2,3,3,0
NH37_001,25.297917,96.603941,0.98,2.85,3.25,5.82,19.3,59.7,0.1027,57.0,0.7942,22.3,0.2365,9.14,2399.1,4.589,3,1,5,1,0
NH15_005,24.630327,94.608398,1.75,7.51,8.15,12.97,21.5,33.7,0.123,60.4,0.7115,14.1,0.5426,6.49,1048.7,0.197,0,1,7,0,0
NH27_002,24.721806,96.948292,1.64,2.77,5.61,8.79,10.9,71.9,0.2997,45.0,0.9388,2.5,0.8156,19.43,2074.6,1.202,3,0,4,0,0
SH02_002,25.720401,92.701902,1.32,2.88,6.28,7.92,21.6,62.7,0.1274,60.4,0.8273,24.7,0.3713,7.62,1750.1,2.849,1,0,5,1,0
NH37_002,29.454829,95.340492,2.41,5.15,11.04,14.05,23.4,81.2,0.4453,39.3,0.2046,10.6,0.7757,7.92,772.0,0.255,3,1,2,2,0
NH27_004,24.864932,95.286844,0.84,2.55,4.12,7.89,26.5,81.4,0.1599,55.8,0.9519,22.0,0.4798,9.7,2457.0,1.044,6,2,6,0,0
NH37_003,25.641951,91.768281,2.73,6.91,8.22,14.19,14.1,64.5,0.6178,36.9,0.7841,14.8,0.5639,7.6,2955.9,0.779,5,0,5,4,1
SH01_002,29.064038,96.788462,0.35,1.22,1.51,2.89,21.1,78.6,0.7444,21.8,0.8478,11.1,0.6664,3.33,3149.2,0.263,2,0,3,3,1
NH15_003,29.298194,95.699661,0.63,1.13,1.69,3.02,29.4,49.3,0.5371,39.3,0.5952,21.0,0.2806,6.15,1124.6,0.739,5,0,8,1,0
NH15_002,25.258638,96.370909,0.67,1.49,1.82,2.87,11.6,38.5,0.1756,50.4,0.8709,10.6,0.6262,0.06,2374.5,4.554,2,1,3,3,0
NH15_003,28.84249,92.491951,0.93,2.23,3.02,4.43,22.0,50.1,0.4107,52.1,0.6235,15.8,0.5157,9.95,2305.3,2.017,6,0,1,4,0
SH03_001,24.764049,96.177662,3.95,9.52,22.7,30.53,12.9,55.7,0.1606,52.9,0.792,21.1,0.4003,3.63,2873.2,0.408,4,2,6,0,0
NH37_004,28.18845,92.125319,0.86,1.67,2.04,3.87,19.4,70.4,0.3915,43.6,0.3737,16.8,0.5063,0.32,2921.4,0.397,4,1,3,1,0
NH13_005,24.071545,97.125888,3.36,9.51,10.76,18.42,17.2,44.4,0.1373,53.6,0.4198,7.2,0.7705,19.07,3068.0,3.064,2,2,5,0,0
NH13_002,26.236408,89.884393,1.84,3.55,7.32,10.71,24.2,97.0,0.3317,43.0,0.1307,26.2,0.2599,30.76,1643.8,2.095,3,1,3,0,0
NH37_001,25.360344,94.467744,0.52,2.14,2.54,3.98,20.2,88.2,0.0794,62.2,0.8655,26.2,0.3432,2.89,3115.5,1.828,3,0,5,2,0
NH27_005,27.872044,90.564244,13.81,22.4,27.37,46.19,14.3,45.5,0.792,14.1,0.5496,21.8,0.5046,16.25,1258.1,7.881,0,0,4,0,0
NH15_005,24.088309,95.234245,3.7,10.67,11.46,20.71,31.1,77.9,0.3719,47.8,0.7028,24.8,0.2012,20.72,1441.3,1.037,2,2,5,1,0
NH37_002,26.556959,92.5004,1.42,2.78,5.28,7.41,23.1,68.5,0.4414,45.1,0.7489,15.9,0.5333,18.16,2346.7,1.221,3,4,1,1,0
NH27_004,27.83201,96.403933,0.78,3.46,3.76,6.6,27.9,78.4,0.4685,34.0,0.8994,12.3,0.7473,28.26,3279.8,3.993,2,1,4,3,0
NH37_001,24.256877,96.419809,1.98,2.97,5.94,8.43,15.4,49.1,0.029,58.4,0.6687,15.0,0.5592,1.06,2509.5,3.395,2,0,3,2,0
SH02_001,28.935701,92.534292,0.14,0.48,0.67,0.87,19.6,73.1,0.199,52.3,0.5045,18.1,0.6687,4.81,1161.5,3.78,4,0,5,1,0
NH37_005,25.986586,95.93686,0.58,0.84,1.31,2.33,28.0,87.1,0.5783,36.1,0.8748,13.1,0.7055,5.71,588.6,5.63,1,0,3,2,0
NH27_002,24.908962,94.944754,1.6,5.37,10.12,14.12,17.5,70.7,0.7414,29.6,0.2899,8.2,0.5406,3.82,3270.0,0.678,0,2,1,2,0
NH27_004,25.240055,92.984565,0.13,0.4,0.6,0.81,22.0,71.8,0.3992,36.7,0.772,1.5,1.0,1.72,386.6,0.623,4,0,3,2,0
NH37_004,25.863983,92.342921,0.65,1.04,1.79,2.59,21.6,43.7,0.8037,25.3,0.5818,6.7,0.9362,26.91,704.6,3.496,2,2,4,3,0
NH13_002,25.091063,91.319348,0.76,1.67,2.55,4.26,7.8,95.5,0.3432,49.6,0.5322,5.0,0.6761,6.09,163.7,1.298,3,2,4,1,0
NH15_003,26.808183,90.186705,26.71,79.69,142.99,250.0,21.6,80.9,0.8084,28.6,0.8091,23.3,0.2988,0.11,1959.6,3.171,1,0,4,2,0
NH13_005,27.481125,93.683667,4.89,10.36,13.97,18.98,19.5,61.3,0.2989,44.7,0.577,19.3,0.5275,13.89,1880.5,0.702,2,1,7,3,0
NH37_001,26.383866,93.858312,10.07,15.03,20.53,34.34,21.0,90.6,0.4238,42.6,0.3698,24.5,0.2573,3.34,1296.7,1.999,4,2,5,4,0
NH13_005,26.348677,93.118944,0.42,1.0,1.78,2.39,17.7,89.9,0.1708,53.6,0.764,8.8,0.6765,0.25,1517.3,0.535,3,2,4,0,1
NH37_001,28.299347,97.019598,2.75,4.58,9.23,12.27,14.3,94.2,0.3979,42.4,0.5074,10.1,0.5982,39.08,848.0,0.687,3,0,8,3,0
NH15_001,25.655592,89.805414,0.11,0.29,0.48,0.63,17.1,85.2,0.3996,44.0,0.9132,19.3,0.3856,25.66,1445.5,1.932,3,0,3,2,0
NH13_001,27.425229,96.247348,0.98,2.18,3.47,4.65,18.8,86.5,0.7171,30.4,0.7484,13.9,0.5807,12.51,663.5,3.878,0,0,10,1,0
NH13_004,28.911069,95.866325,3.71,4.51,11.55,14.99,25.6,72.9,0.209,50.4,0.7998,1.2,1.0,6.28,2439.6,2.056,2,0,3,2,0
NH37_001,25.218329,95.542393,0.23,0.33,0.79,1.02,18.6,41.0,0.148,47.5,0.3963,21.9,0.5495,2.91,3321.9,6.381,1,1,3,0,0
NH13_003,27.409454,93.741848,2.09,6.2,8.3,12.81,22.7,66.5,0.747,35.4,0.4776,22.9,0.4217,18.58,3358.4,0.386,4,1,3,1,0
SH01_001,29.213845,91.165736,2.0,5.54,8.45,14.39,23.2,68.7,0.3429,49.1,0.6958,12.3,0.6299,4.2,688.3,3.114,0,1,3,2,0
NH27_003,26.913874,96.344171,0.66,1.89,1.77,3.18,18.8,87.2,0.4499,37.5,0.6973,15.0,0.6098,19.67,1978.6,4.414,4,0,4,0,0
NH27_002,29.372937,95.433379,0.53,0.86,1.42,2.3,27.8,56.7,0.4246,45.6,0.8259,20.9,0.502,11.32,2936.4,1.361,3,0,7,2,0
NH13_006,25.705253,96.112723,0.58,0.94,1.56,2.71,19.7,59.4,0.4226,47.9,0.5146,4.0,0.8776,16.59,332.4,0.05,3,0,2,2,0
NH27_004,27.103616,91.515564,0.57,1.42,3.42,4.55,18.6,80.8,0.419,42.4,0.431,9.5,0.6278,0.45,1323.6,0.504,2,3,3,0,0
NH37_005,25.710697,93.968687,0.81,2.4,3.57,4.74,28.6,85.6,0.4952,43.2,0.3031,5.2,0.8253,1.11,669.7,1.363,2,0,6,4,0
NH15_002,24.020457,92.902886,3.75,5.84,9.54,15.08,22.8,69.4,0.8835,22.7,0.4321,16.9,0.4547,13.27,2411.6,0.141,6,2,1,1,1
NH13_001,29.485195,94.62547,0.45,1.34,2.6,3.5,7.6,80.0,0.7131,36.0,0.7724,20.4,0.3896,15.75,541.4,1.932,0,2,2,1,0
NH37_001,25.32033,95.495079,19.26,23.19,48.19,69.61,6.0,42.0,0.1248,52.9,0.4665,5.9,0.6441,4.6,2450.9,2.345,4,1,5,2,0
NH27_004,29.352061,91.037608,13.32,21.76,46.33,68.91,31.6,56.8,0.808,23.2,0.4928,1.8,1.0,14.93,1997.0,5.111,1,0,1,2,0
NH13_002,27.591681,91.040094,2.66,3.8,7.64,10.28,22.5,68.8,0.3314,40.0,0.5479,16.0,0.5848,3.32,2452.9,2.539,3,0,7,1,0
NH13_002,28.971635,90.035773,0.77,1.91,3.38,4.56,21.0,77.1,0.9248,14.5,0.3697,26.1,0.1,5.55,1166.4,2.784,4,2,2,1,1
NH15_002,29.319615,90.910325,0.6,1.75,2.59,3.5,8.7,84.0,0.5806,49.3,0.6032,4.8,0.8515,26.39,60.1,0.993,5,4,5,0,0
NH37_001,27.123061,91.549334,3.38,3.8,7.64,11.51,21.1,83.6,0.1541,48.5,0.5719,22.9,0.5714,17.68,1350.6,2.508,3,2,4,2,0
NH15_005,29.498302,90.258393,3.14,6.03,8.77,14.71,15.7,61.7,0.2422,51.4,0.6921,25.7,0.2152,26.66,3235.8,3.457,5,1,5,4,0
NH15_003,28.220315,92.43882,0.67,3.33,3.46,5.58,20.1,54.0,0.6651,31.3,0.7475,22.6,0.2685,16.09,2385.7,2.698,7,1,3,1,0
NH13_008,26.88098,94.89878,1.24,2.15,3.0,4.26,17.6,29.7,0.6481,36.0,0.5897,14.7,0.6643,8.83,722.8,5.217,4,3,6,1,1
NH13_002,27.602188,95.806663,2.12,7.26,9.36,12.11,20.3,76.9,0.1555,64.0,0.5767,4.0,0.7377,10.83,3160.5,1.723,3,2,2,2,1
NH13_001,25.068492,92.362785,1.97,2.64,5.83,8.14,23.2,54.9,0.4434,40.8,0.7672,22.0,0.4298,27.67,2701.7,0.05,3,0,4,4,0
NH13_003,24.060679,90.345452,0.42,1.4,2.45,3.32,24.2,82.8,0.5141,34.5,0.4339,4.5,0.7664,7.68,694.1,0.85,5,0,1,3,0
NH27_001,25.412341,95.547167,2.35,3.19,5.09,8.66,21.6,59.3,0.6397,32.7,0.5491,3.4,0.8672,10.12,2514.0,9.888,2,1,3,3,1
NH27_004,26.39234,92.712114,0.92,1.84,2.0,3.17,22.6,65.6,0.3257,48.2,0.8795,10.0,0.8401,12.92,1800.9,1.967,3,0,0,1,0
NH15_004,25.254289,91.635992,0.46,1.47,1.87,2.58,11.3,79.8,0.367,47.8,0.4882,4.1,0.73,0.52,440.7,1.162,2,1,5,2,0
NH13_003,26.827197,93.324321,0.95,3.45,5.59,7.34,21.5,65.7,0.5054,38.2,0.5326,11.5,0.6737,9.05,2981.2,1.467,1,2,1,1,0
NH15_003,27.618693,97.167955,0.7,1.3,2.16,3.31,23.2,54.8,0.8147,32.2,0.2819,12.9,0.6793,10.11,2362.5,0.831,5,0,8,3,0
SH03_001,27.606866,92.569327,0.35,1.23,1.34,2.65,21.5,81.1,0.4878,39.5,0.4909,8.1,0.7844,17.99,3223.5,3.746,2,1,4,1,0
NH13_008,28.915704,97.087789,6.02,17.93,24.46,31.94,30.9,88.5,0.2992,46.5,0.2419,8.7,0.7268,1.3,1736.5,3.339,3,0,2,3,0
NH15_005,29.314755,91.649403,0.96,2.01,2.26,4.27,20.4,75.8,0.7597,24.6,0.7255,8.0,0.7791,2.77,1390.8,5.198,10,1,6,2,0
NH37_002,28.898823,90.512695,12.48,51.68,64.3,97.58,14.1,58.4,0.6901,40.9,0.8795,21.2,0.1867,5.94,1928.1,0.407,2,2,1,4,1
NH13_010,27.410962,90.910277,5.15,9.0,11.44,17.77,22.0,32.6,0.1987,49.3,0.7271,5.7,0.9771,0.28,1315.5,10.376,4,1,3,1,0
NH15_004,25.131703,95.658119,0.56,0.77,1.85,2.34,18.6,70.4,0.6214,42.9,0.2035,29.2,0.1868,2.73,3160.3,2.221,2,0,4,0,0
NH15_005,29.188981,93.839621,6.46,19.76,20.14,37.47,11.7,98.0,0.6897,27.6,0.6957,3.5,0.9879,21.36,84.1,2.811,1,2,2,4,1
NH15_005,24.961732,94.180801,0.5,0.98,1.89,2.71,20.2,54.1,0.2842,45.1,0.4418,23.9,0.2793,0.48,560.6,0.713,4,0,7,1,0
NH27_002,24.832851,97.151355,31.56,65.69,69.45,117.06,30.9,82.8,0.3556,46.6,0.9099,21.1,0.3856,5.1,540.2,0.68,4,1,6,2,1
NH37_003,25.746631,93.587248,1.98,3.98,6.39,10.14,19.8,80.7,0.186,50.0,0.1825,18.0,0.6319,2.01,748.4,1.936,5,2,4,0,0
NH13_002,27.154831,90.601061,4.7,7.41,9.87,15.79,28.5,33.1,0.0995,54.8,0.222,4.0,0.7697,42.0,3178.1,7.444,2,0,5,1,0
NH13_001,27.748099,95.232567,0.87,2.98,4.66,7.72,26.3,51.7,0.5509,28.5,0.7177,9.3,0.8411,4.98,2006.2,8.948,5,1,4,1,0
NH15_003,24.07311,91.300456,1.65,3.24,8.19,10.72,36.2,67.6,0.2603,43.9,0.3331,16.8,0.6134,2.22,560.4,1.554,3,1,3,1,0
SH02_001,28.279122,94.177843,1.09,2.86,3.84,5.36,24.7,89.7,0.066,59.7,0.671,21.5,0.6129,3.27,611.5,4.05,1,1,3,2,0
NH13_002,24.962608,96.278716,0.26,1.04,1.56,2.02,22.5,68.0,0.3853,46.8,0.307,20.7,0.3999,5.28,1552.9,1.086,6,1,4,1,1
NH13_003,25.630667,93.373524,2.04,6.86,8.83,11.89,22.5,70.9,0.2301,45.9,0.6393,1.4,0.9296,7.57,2905.9,1.804,1,2,4,1,0
NH27_001,25.771477,92.119995,6.33,14.64,19.39,31.02,23.7,88.7,0.2519,49.1,0.8962,15.5,0.658,2.13,1264.8,1.757,4,1,4,0,0
NH15_004,25.828453,94.131709,0.21,0.5,0.72,1.4,20.4,75.3,0.4609,34.9,0.6825,10.4,0.6019,5.59,2562.7,1.297,2,1,7,2,0
NH13_007,28.182022,90.677525,8.49,22.43,37.65,63.86,18.9,29.7,0.1981,54.4,0.8112,16.3,0.6571,13.82,1991.4,2.246,5,1,4,2,0
NH13_007,24.225194,92.068243,2.63,7.15,10.35,17.14,24.8,52.2,0.7896,34.8,0.7863,12.3,0.5712,7.82,2064.5,6.28,3,1,2,1,0
NH37_005,25.080848,93.581899,0.47,1.6,2.13,4.01,18.2,75.3,0.4085,36.0,0.4037,14.5,0.5912,0.91,1350.1,5.438,6,0,1,1,0
NH37_001,24.122756,91.656964,0.54,1.65,2.14,3.91,10.8,71.4,0.5003,41.6,0.4794,21.4,0.4575,4.21,67.9,1.923,3,5,7,0,0
NH37_005,28.280647,90.002288,11.27,36.92,50.93,100.47,14.1,72.4,0.3961,36.3,0.7577,24.0,0.361,15.81,560.7,0.05,3,2,4,2,0
NH13_009,29.410473,94.205586,7.99,16.41,17.37,27.5,31.9,70.9,0.0346,64.9,0.4414,24.4,0.2843,2.66,2613.2,1.687,4,0,0,1,0
NH37_001,27.627509,92.789605,4.82,11.87,20.08,36.45,20.1,39.5,0.2322,62.0,0.5854,6.1,0.8441,0.13,893.4,0.736,5,2,3,0,0
SH01_001,27.245765,92.707699,0.52,2.71,3.02,5.2,26.6,91.2,0.4996,41.2,0.573,12.9,0.5358,2.79,1678.4,5.73,0,1,4,0,0
NH13_010,28.994364,97.375459,4.69,7.56,10.36,16.08,17.8,93.4,0.2283,46.0,0.671,3.6,0.8141,45.36,819.6,6.133,1,0,2,2,1
NH15_002,25.402247,90.560737,3.03,5.62,6.62,12.05,27.3,85.9,0.3828,43.8,0.7617,10.4,0.6741,39.84,541.1,8.378,6,1,5,2,0
NH13_005,24.365543,90.887152,0.89,2.8,3.01,5.79,24.4,93.1,0.4314,44.0,0.6192,15.4,0.6037,60.0,789.9,3.332,4,1,7,0,0
NH37_005,26.804834,96.447216,2.37,4.92,6.28,8.61,33.9,49.7,0.4191,46.3,0.7941,13.5,0.6688,3.7,2679.2,1.876,2,2,5,2,0
NH13_001,25.431918,90.703015,9.59,17.57,26.76,34.96,29.9,77.8,0.5206,34.2,0.7298,22.2,0.4553,2.74,2672.1,3.475,9,0,2,0,0
NH13_008,26.480949,96.765696,17.22,26.45,41.71,69.37,26.4,60.7,0.5224,36.9,0.7952,18.3,0.3414,10.04,2679.1,6.966,3,1,0,0,0
NH27_002,26.509649,94.874099,1.14,1.98,3.32,5.2,18.5,86.2,0.4649,46.2,0.7139,26.3,0.3504,20.02,1109.7,1.558,3,3,3,1,0
NH13_001,25.753575,93.766854,0.26,0.64,0.69,1.18,14.9,43.3,0.3968,46.4,0.4431,8.1,0.8021,0.22,3220.0,0.05,2,2,5,2,1
SH03_001,26.674785,91.843685,21.67,32.71,47.11,73.78,21.2,91.1,0.6125,32.3,0.1466,24.3,0.3295,2.6,3427.8,2.066,1,0,4,0,0
NH15_003,26.090835,92.467946,14.49,38.4,39.55,75.09,22.1,74.1,0.4617,50.5,0.5636,4.4,0.8601,33.92,2458.2,1.391,1,0,5,5,0
NH15_002,24.621826,96.05985,3.39,5.34,8.26,12.94,19.5,65.3,0.0907,54.3,0.8916,9.2,0.7691,2.34,1387.7,0.181,3,1,5,0,1
NH37_002,28.766991,90.142785,11.13,47.4,58.03,90.89,26.2,90.6,0.5231,30.7,0.6871,9.3,0.5658,3.43,3099.5,0.491,2,1,3,2,1
NH37_005,27.857005,95.617824,2.81,4.99,6.92,11.69,22.5,89.1,0.2899,44.1,0.9214,26.2,0.1,3.91,2350.2,7.695,5,2,2,0,0
NH15_004,24.227199,96.074219,0.62,0.93,1.57,2.07,22.0,38.2,0.5163,47.6,0.6488,20.9,0.4087,35.01,2338.4,1.647,3,2,3,2,0
SH01_002,24.636825,95.135945,0.12,0.68,0.74,1.18,31.1,76.5,0.5695,42.3,0.4957,20.5,0.487,19.19,1535.9,1.035,0,1,6,0,1
SH02_002,24.53083,90.119686,0.18,0.52,0.63,1.16,22.6,73.3,0.5924,39.3,0.5735,5.3,0.7456,9.28,2907.1,1.323,3,1,2,0,0
NH13_007,24.33959,95.418443,1.91,2.73,5.39,7.44,13.9,69.3,0.5905,41.2,0.7459,16.9,0.5245,10.97,2087.6,7.993,5,1,5,1,0
NH27_002,24.324812,95.268362,0.95,1.77,2.09,3.85,28.1,70.6,0.4393,45.5,0.6688,3.7,1.0,1.62,2995.4,1.226,1,1,5,1,0
NH13_010,24.864118,89.800823,0.81,0.99,1.73,3.29,23.3,75.6,0.3145,43.4,0.4374,19.5,0.5804,0.85,2323.2,2.681,2,1,2,3,0
SH03_001,28.663282,96.570582,1.89,2.44,3.88,6.36,20.4,71.3,0.105,51.0,0.7226,16.6,0.4832,35.95,2593.0,8.651,2,1,3,2,0
NH13_008,28.555283,90.717908,2.93,11.82,18.16,24.56,16.3,91.6,0.8811,21.5,0.8919,18.0,0.4484,5.73,2962.0,6.048,7,1,5,1,0
NH13_009,28.307306,97.098023,0.81,1.1,2.7,3.44,29.6,87.5,0.0605,60.0,0.6928,10.9,0.8957,4.26,1292.1,0.758,2,2,3,2,0
NH27_002,27.380886,90.244933,0.62,1.19,1.89,2.71,32.1,72.0,0.2502,53.2,0.4661,13.8,0.6125,2.75,935.6,1.25,3,1,4,2,0
NH27_004,27.979215,91.532981,0.53,1.81,2.9,3.77,18.0,51.9,0.0898,61.8,0.8144,1.8,0.9483,14.62,189.4,0.268,0,0,4,2,0
NH13_004,28.061647,95.014865,3.82,9.87,17.99,26.82,23.8,62.3,0.0221,68.0,0.7328,23.1,0.5424,4.25,1834.5,1.589,1,0,2,3,0
NH37_002,28.891221,90.756758,1.54,2.45,3.73,6.7,24.6,86.2,0.1173,61.9,0.7949,10.0,0.698,14.64,366.6,1.57,2,1,1,2,0
NH15_001,28.027887,91.12425,2.52,5.47,7.32,10.93,11.5,64.3,0.7352,36.9,0.5151,16.6,0.4785,10.97,2078.0,4.536,2,1,1,1,0
NH37_004,28.050526,89.786022,14.3,38.49,46.85,64.99,21.7,79.6,0.4041,45.8,0.8633,26.7,0.1,28.67,963.9,2.069,4,1,6,1,0
NH37_002,28.422446,96.063897,48.09,98.05,130.62,250.0,11.6,90.7,0.4353,41.7,0.3528,23.3,0.3373,2.94,2031.8,8.551,2,2,3,1,1
SH03_001,27.059952,89.989653,4.3,6.56,11.34,18.11,21.9,67.7,0.3151,48.3,0.7189,19.6,0.405,13.61,1085.2,4.312,3,1,6,1,0
SH02_002,25.171658,94.570812,2.59,9.38,8.28,15.77,35.6,60.9,0.0915,52.8,0.5381,25.3,0.277,6.01,2697.2,1.616,1,0,3,3,0
NH37_005,24.464984,94.183766,0.21,0.77,0.87,1.41,13.3,52.3,0.2839,39.6,0.4563,14.8,0.4009,1.04,2308.1,6.696,5,2,7,2,0
NH27_001,26.30474,93.63655,2.71,7.19,8.28,12.38,33.3,71.2,0.2317,59.3,0.3018,26.7,0.2538,9.36,2773.3,2.495,3,1,0,2,0
SH01_002,24.504271,92.588714,1.8,2.53,5.76,8.06,32.7,60.6,0.3541,43.6,0.5463,27.3,0.2934,27.27,660.3,0.937,4,3,5,0,0
NH13_006,24.931172,92.006632,6.76,14.95,15.63,25.77,22.0,76.5,0.2015,51.6,0.5125,8.3,0.8614,7.76,786.2,3.514,3,0,5,2,0
NH27_002,24.13112,97.068496,0.78,2.35,2.29,4.27,25.1,90.5,0.0926,57.0,0.503,25.6,0.2903,10.35,2754.8,0.295,3,2,7,2,0
NH27_004,25.651135,95.747259,2.47,3.82,6.35,9.79,20.3,84.4,0.8795,24.7,0.7424,16.9,0.5468,0.05,3199.9,6.657,2,1,9,1,0
NH13_004,29.334988,96.805041,4.89,8.4,9.29,17.24,19.3,61.5,0.2235,47.7,0.6833,29.9,0.3939,0.99,2923.5,1.956,1,2,3,2,0
SH01_002,26.084122,95.351014,19.52,37.07,55.77,105.42,23.2,80.5,0.5995,31.4,0.6156,27.2,0.2834,0.1,3093.9,4.84,0,0,8,1,0
NH27_001,25.324909,96.083369,13.76,28.06,47.48,65.98,17.4,73.8,0.5142,29.8,0.8157,28.8,0.2111,2.34,3482.2,4.016,9,1,3,1,0
NH15_001,26.218972,97.124151,12.27,20.91,29.69,43.49,24.8,72.5,0.4065,45.2,0.779,2.8,0.9259,10.61,1503.7,2.109,2,0,2,3,0
NH15_005,25.657362,93.193063,3.27,6.81,13.48,20.45,22.2,74.7,0.439,50.1,0.4287,14.7,0.6365,5.8,1293.3,2.286,5,1,4,3,0
NH15_005,27.706323,96.683101,0.99,2.38,2.22,4.04,15.6,19.6,0.462,43.0,0.5333,24.9,0.1433,6.55,2633.3,10.139,3,1,2,2,0
SH02_001,27.489567,90.031671,4.4,11.83,15.86,20.43,26.3,84.9,0.3537,42.0,0.8146,1.9,1.0,12.73,2220.0,0.05,3,3,3,1,0
SH03_001,24.150386,90.530615,0.46,1.4,1.9,2.51,26.4,61.1,0.6773,31.5,0.9566,22.1,0.4207,11.84,421.1,0.885,3,2,3,4,0
NH27_005,26.812277,93.475882,1.51,1.87,4.17,5.54,28.7,88.2,0.1134,58.0,0.2423,27.3,0.1705,0.37,2098.5,1.405,4,0,2,4,0
NH37_005,24.199098,93.195594,11.7,44.61,46.29,89.1,19.1,75.1,0.5671,40.9,0.6755,20.1,0.4317,15.89,2934.2,0.542,3,2,4,1,0
NH13_004,27.725498,93.074241,1.68,8.9,8.19,15.69,28.2,88.3,0.5239,35.4,0.3391,10.8,0.6714,22.31,1454.4,5.163,6,1,3,0,1
SH02_001,29.146946,93.836376,1.44,3.47,6.51,10.15,35.0,51.1,0.6199,29.3,0.8819,20.1,0.5311,7.5,162.2,4.046,4,0,4,0,0
NH13_005,28.991183,93.845471,3.35,6.01,7.13,12.16,22.2,79.0,0.3244,42.0,0.569,11.9,0.7017,11.26,2765.5,5.475,5,2,3,0,0
NH13_006,25.131417,96.403348,1.09,2.34,3.89,6.48,22.7,80.8,0.417,45.7,0.4529,21.0,0.3375,14.11,1354.2,0.228,4,0,4,2,0
NH13_003,28.084548,92.363529,0.09,0.18,0.26,0.36,26.1,32.6,0.2799,41.9,0.8937,21.5,0.4813,5.05,1361.8,2.857,1,1,4,1,0
SH02_002,28.361863,92.135055,0.18,0.62,0.98,1.26,9.0,78.6,0.5706,32.8,0.7404,19.2,0.2378,5.73,874.5,0.749,6,0,3,0,0
NH15_005,28.754021,95.104593,3.47,9.84,11.94,17.53,13.8,93.4,0.564,37.0,0.4589,26.8,0.2375,11.55,2208.4,0.117,6,1,6,1,0
NH13_008,25.427793,94.693272,0.42,0.91,1.04,2.04,18.7,78.0,0.6809,41.2,0.6755,7.5,0.7092,0.65,2794.9,5.268,2,0,3,2,0
NH13_003,26.479592,96.089822,0.95,3.35,3.25,6.36,20.0,91.4,0.0294,56.0,0.7123,27.0,0.2899,1.31,2660.0,4.132,5,1,6,1,0
